timestamp,electrode,s1,s2,s3,s4,s5,intuitive
1745181624134,0,-6277,31150,-24697,-22661,31415,0
1745181624135,1,4368,9282,32097,8202,128,0
1745181624136,4,-10899,23528,21638,10356,-32348,0
1745181624208,3,-18565,30331,-30809,-6276,30664,0
1745181624223,2,-30852,31941,-14169,-2181,31684,0
1745181624238,0,26489,31654,-24153,30585,31937,0
1745181624253,1,-7126,11528,-1728,20494,146,0
1745181624283,4,22677,30209,13447,-10389,29558,0
1745181624283,3,-26757,31966,-24921,2173,32010,0
1745181624284,2,-26755,32726,-1481,14207,32766,0
1745181624285,0,26488,31632,-25321,30585,31667,0
1745181624286,1,-23778,5634,18848,16404,145,0
1745181624286,4,-22924,28806,9512,26484,-24597,0
